Given direction,Real direction,Reaction time
W,W,1.63
E,E,1.67
W,NW,1.35
N,N,1.47
E,SE,1.91
W,W,1.57
N,N,1.57
NE,NE,1.66
E,NE,1.73
NE,NE,1.74
N,N,1.85
S,S,2.02
S,S,2.01
S,S,1.57
SW,SW,1.69
E,E,1.68
W,NW,1.92
W,W,1.88
W,NW,1.8
W,NW,1.95
SW,SW,1.85
SW,SW,2.24
E,SE,1.75
NE,NE,1.95
E,E,1.59
E,E,1.81
N,N,1.72
E,SE,1.68
E,SE,1.68
S,S,1.63
W,W,1.61
SW,SW,1.7
