FC4h;Head;0;124.2157;41.7575
FC6h;Head;0;113.3852;62.5338
FT8h;Head;0;108.9993;84.5473
FT10h;Head;0;108.1874;107.7178
T9h;Head;0;-90;108.0178
T7h;Head;0;-90;83.97
C5h;Head;0;-90;59.9706
C3h;Head;0;-90;35.9978
C1h;Head;0;-90;12.0067
C2h;Head;0;90;12.0067
C4h;Head;0;90;35.9642
C6h;Head;0;90;59.9706
T8h;Head;0;90;83.97
T10h;Head;0;90;108.0178
TP9h;Head;0;-71.8126;107.7178
TP7h;Head;0;-71.0551;84.6026
CP5h;Head;0;-66.6148;62.5338
CP3h;Head;0;-55.7843;41.7575
CP1h;Head;0;-26.8021;25.6151
CP2h;Head;0;26.6837;25.5919
CP4h;Head;0;55.7843;41.7575
CP6h;Head;0;66.6148;62.5338
TP8h;Head;0;71.0007;84.6043
TP10h;Head;0;71.8126;107.7178
P9h;Head;0;-53.6334;106.9808
P7h;Head;0;-52.2107;86.2131
P5h;Head;0;-45.4327;69.5024
P3h;Head;0;-32.706;55.454
P1h;Head;0;-12.3583;46.8198
P2h;Head;0;12.3583;46.8198
P4h;Head;0;32.706;55.454
P6h;Head;0;45.4327;69.5024
P8h;Head;0;52.2107;86.2131
P10h;Head;0;53.6334;106.9259
PO9h;Head;0;-35.6069;105.7354
PO7h;Head;0;-33.531;88.7961
PO5h;Head;0;-26.7998;79.6186
PO3h;Head;0;-17.5045;72.656
PO1h;Head;0;-6.0959;68.8858
PO2h;Head;0;6.0959;68.9393
PO4h;Head;0;17.4472;72.6508
PO6h;Head;0;26.7998;79.6186
PO8h;Head;0;33.4832;88.8528
PO10h;Head;0;35.6069;105.7354
O1h;Head;0;-8.9338;91.951
O2h;Head;0;8.9905;91.9507
I1h;Head;0;-8.6933;114.9134
I2h;Head;0;8.6933;114.9134
AFp9;Head;0;-153.6646;116.7024
AFp7;Head;0;-153.1268;93.3841
AFp5;Head;0;-158.4436;87.7641
AFp3;Head;0;-164.8715;83.4469
AFp1;Head;0;-172.1903;80.7276
AFpz;Head;0;180;79.7926
AFp2;Head;0;172.1903;80.7276
AFp4;Head;0;164.9272;83.5022
AFp6;Head;0;158.4436;87.7641
AFp8;Head;0;153.1268;93.3841
AFp10;Head;0;153.6646;116.7024
AFF9;Head;0;-135.7823;118.2464
AFF7;Head;0;-135.122;94.5908
AFF5;Head;0;-140.187;80.6084
AFF3;Head;0;-149.3533;68.6222
AFF1;Head;0;-162.9459;60.101
AFFz;Head;0;180;57.0098
AFF2;Head;0;162.9459;60.101
AFF4;Head;0;149.3003;68.5795
AFF6;Head;0;140.187;80.6084
AFF8;Head;0;135.122;94.5908
AFF10;Head;0;135.7823;118.2464
FFT9;Head;0;-117.5351;119.34
FFT7;Head;0;-117.1063;95.4583
FFC5;Head;0;-120.73;75.279
FFC3;Head;0;-129.5851;56.3333
FFC1;Head;0;-147.7439;40.8964
FFCz;Head;0;180;34.2309
FFC2;Head;0;147.7439;40.8589
FFC4;Head;0;129.5851;56.3333
FFC6;Head;0;120.7603;75.2665
FFT8;Head;0;117.0801;95.4534
FFT10;Head;0;117.5655;119.3649
FTT9;Head;0;-99.234;119.9446
FTT7;Head;0;-99.0265;95.9141
FCC5;Head;0;-100.4017;72.3563
FCC3;Head;0;-104.2021;49.0209
FCC1;Head;0;-115.8734;26.4144
FCCz;Head;0;180;11.3774
FCC2;Head;0;115.8734;26.3889
FCC4;Head;0;104.2021;48.9776
FCC6;Head;0;100.4017;72.3563
FTT8;Head;0;99.0356;95.92
FTT10;Head;0;99.234;119.895
TTP9;Head;0;-80.766;119.9446
TTP7;Head;0;-80.9735;95.9141
CCP5;Head;0;-79.5983;72.3563
CCP3;Head;0;-75.7979;49.0209
CCP1;Head;0;-64.1266;26.4144
CCPz;Head;0;0;11.3774
CCP2;Head;0;64.1266;26.3889
CCP4;Head;0;75.7979;48.9776
CCP6;Head;0;79.5983;72.3563
TTP8;Head;0;80.9644;95.92
TTP10;Head;0;80.766;119.895
TPP9;Head;0;-62.4649;119.34
TPP7;Head;0;-62.8937;95.4583
CPP5;Head;0;-59.27;75.279
CPP3;Head;0;-50.4149;56.3333
CPP1;Head;0;-32.2561;40.8964
CPPz;Head;0;0;34.2309
CPP2;Head;0;32.2561;40.8589
CPP4;Head;0;50.4149;56.3333
CPP6;Head;0;59.2397;75.2665
TPP8;Head;0;62.9199;95.4534
TPP10;Head;0;62.4345;119.3649
PPO9;Head;0;-44.2177;118.2464
PPO7;Head;0;-44.878;94.5908
PPO5;Head;0;-39.813;80.6084
PPO3;Head;0;-30.6467;68.6222
PPO1;Head;0;-17.1173;60.1094
PPOz;Head;0;0;57.0098
PPO2;Head;0;17.0541;60.101
PPO4;Head;0;30.6997;68.5795
PPO6;Head;0;39.813;80.6084
PPO8;Head;0;44.878;94.5908
PPO10;Head;0;44.2177;118.2464
POO9;Head;0;-26.3354;116.7024
POO7;Head;0;-26.8732;93.3841
POO5;Head;0;-21.5564;87.7641
POO3;Head;0;-15.1285;83.4469
POO1;Head;0;-7.8097;80.7276
POOz;Head;0;0;79.7926
POO2;Head;0;7.8097;80.7276
POO4;Head;0;15.0728;83.5022
POO6;Head;0;21.5564;87.7641
POO8;Head;0;26.8732;93.3841
POO10;Head;0;26.3354;116.7024
OI1;Head;0;-17.7244;104.2448
OIz;Head;0;0;102.6035
OI2;Head;0;17.7424;104.2582
T3;Head;0;-90;95.973
T5;Head;0;-53.9133;95.0548
T4;Head;0;90;95.973
T6;Head;0;53.8668;95.0518
M1;Head;0;-79.5811;134.5237
M2;Head;0;79.5811;134.5237
A1;Head;0;-90;135
A2;Head;0;90;135
