Nz;Head;0;180;114.0265
Fp1;Head;0;-162.0737;92.6979
Fpz;Head;0;180;91.2042
Fp2;Head;0;162.0737;92.6979
AF9;Head;0;-144.6954;117.5414
AF7;Head;0;-144.1079;94.0196
AF5;Head;0;-149.4614;83.9692
AF3;Head;0;-157.5394;75.8033
AF1;Head;0;-167.9733;70.3432
AFz;Head;0;180;68.3903
AF2;Head;0;168.0455;70.3581
AF4;Head;0;157.5394;75.8033
AF6;Head;0;149.4614;83.9692
AF8;Head;0;144.1416;94.0164
AF10;Head;0;144.7327;117.5198
F9;Head;0;-126.6866;118.8373
F7;Head;0;-126.0867;95.0548
F5;Head;0;-130.5949;77.6872
F3;Head;0;-140.0532;62.0272
F1;Head;0;-156.5074;50.2248
Fz;Head;0;180;45.6082
F2;Head;0;156.5074;50.1808
F4;Head;0;140.103;62.01
F6;Head;0;130.5949;77.6312
F8;Head;0;126.1332;95.0518
F10;Head;0;126.6866;118.8373
FT9;Head;0;-108.3932;119.6848
FT7;Head;0;-108.0521;95.7453
FC5;Head;0;-110.6681;73.4815
FC3;Head;0;-117.5753;51.88
FC1;Head;0;-135.0753;32.6129
FCz;Head;0;180;22.7919
FC2;Head;0;135.0753;32.6129
FC4;Head;0;117.5753;51.88
FC6;Head;0;110.6681;73.4815
FT8;Head;0;108.0521;95.7453
FT10;Head;0;108.3932;119.6848
T9;Head;0;-90;120.0294
T7;Head;0;-90;95.973
C5;Head;0;-90;71.9822
C3;Head;0;-90;48.0043
C1;Head;0;-90;23.9741
Cz;Head;0;-90;0
C2;Head;0;90;24.0265
C4;Head;0;90;48
C6;Head;0;90;71.9822
T8;Head;0;90;95.973
T10;Head;0;90;120.0294
TP9;Head;0;-71.6068;119.6848
TP7;Head;0;-71.9479;95.7453
CP5;Head;0;-69.3319;73.4815
CP3;Head;0;-62.4247;51.88
CP1;Head;0;-44.9247;32.6129
CPz;Head;0;0;22.7919
CP2;Head;0;44.9247;32.6129
CP4;Head;0;62.4247;51.88
CP6;Head;0;69.3319;73.4815
TP8;Head;0;71.8931;95.7435
TP10;Head;0;71.6068;119.6848
P9;Head;0;-53.3134;118.8373
P7;Head;0;-53.9133;95.0548
P5;Head;0;-49.4051;77.6872
P3;Head;0;-39.9468;62.0272
P1;Head;0;-23.4926;50.2248
Pz;Head;0;0;45.6082
P2;Head;0;23.4926;50.1808
P4;Head;0;39.897;62.01
P6;Head;0;49.4051;77.6312
P8;Head;0;53.8668;95.0518
P10;Head;0;53.3134;118.8373
PO9;Head;0;-35.3046;117.5414
PO7;Head;0;-35.8921;94.0196
PO5;Head;0;-30.5386;83.9692
PO3;Head;0;-22.4606;75.8033
PO1;Head;0;-12.0267;70.3432
POz;Head;0;0;68.3903
PO2;Head;0;11.9545;70.3581
PO4;Head;0;22.4606;75.8033
PO6;Head;0;30.5386;83.9692
PO8;Head;0;35.8584;94.0164
PO10;Head;0;35.2673;117.5198
O1;Head;0;-17.9263;92.6979
Oz;Head;0;0;91.2042
O2;Head;0;17.9263;92.6979
I1;Head;0;-17.468;115.8606
Iz;Head;0;0;114.0265
I2;Head;0;17.468;115.8606
AFp9h;Head;0;-153.3553;105.0158
AFp7h;Head;0;-155.6415;90.4015
AFp5h;Head;0;-161.5651;85.4655
AFp3h;Head;0;-168.4515;81.8863
AFp1h;Head;0;-176.0969;80.0314
AFp2h;Head;0;176.0388;80.0321
AFp4h;Head;0;168.4515;81.8863
AFp6h;Head;0;161.5651;85.4655
AFp8h;Head;0;155.5893;90.4013
AFp10h;Head;0;153.3287;105.0291
AFF9h;Head;0;-135.4225;106.3885
AFF7h;Head;0;-137.1511;87.4194
AFF5h;Head;0;-144.2268;74.2575
AFF3h;Head;0;-155.5508;63.7523
AFF1h;Head;0;-171.1612;57.7895
AFF2h;Head;0;171.2281;57.7849
AFF4h;Head;0;155.5508;63.8038
AFF6h;Head;0;144.1784;74.2666
AFF8h;Head;0;137.1932;87.4176
AFF10h;Head;0;135.3806;106.4
FFT9h;Head;0;-117.291;107.4175
FFT7h;Head;0;-118.4176;85.2936
FFC5h;Head;0;-124.3366;65.5249
FFC3h;Head;0;-137.0201;47.9699
FFC1h;Head;0;-162.3668;35.9924
FFC2h;Head;0;162.3668;35.9924
FFC4h;Head;0;137.0766;47.9438
FFC6h;Head;0;124.3366;65.5771
FFT8h;Head;0;118.4176;85.2936
FFT10h;Head;0;117.2634;107.4023
FTT9h;Head;0;-99.1355;107.9444
FTT7h;Head;0;-99.5002;84.1389
FCC5h;Head;0;-101.8649;60.6279
FCC3h;Head;0;-108.1967;37.4971
FCC1h;Head;0;-133.9999;16.4901
FCC2h;Head;0;133.8599;16.5134
FCC4h;Head;0;108.1967;37.4971
FCC6h;Head;0;101.8514;60.6554
FTT8h;Head;0;99.4907;84.1447
FTT10h;Head;0;99.1355;107.9444
TTP9h;Head;0;-80.8645;107.9444
TTP7h;Head;0;-80.4998;84.1389
CCP5h;Head;0;-78.1351;60.6279
CCP3h;Head;0;-71.8033;37.4971
CCP1h;Head;0;-46.0001;16.4901
CCP2h;Head;0;46.1401;16.5134
CCP4h;Head;0;71.8033;37.4971
CCP6h;Head;0;78.1486;60.6554
TTP8h;Head;0;80.5093;84.1447
TTP10h;Head;0;80.8645;107.9444
TPP9h;Head;0;-62.709;107.4175
TPP7h;Head;0;-61.5824;85.2936
CPP5h;Head;0;-55.6634;65.5249
CPP3h;Head;0;-42.9799;47.9699
CPP1h;Head;0;-17.6332;35.9924
CPP2h;Head;0;17.6332;35.9924
CPP4h;Head;0;42.9234;47.9438
CPP6h;Head;0;55.6634;65.5771
TPP8h;Head;0;61.5824;85.2936
TPP10h;Head;0;62.7366;107.4023
PPO9h;Head;0;-44.5775;106.3885
PPO7h;Head;0;-42.8489;87.4194
PPO5h;Head;0;-35.7732;74.2575
PPO3h;Head;0;-24.4492;63.7523
PPO1h;Head;0;-8.8388;57.7895
PPO2h;Head;0;8.7719;57.7849
PPO4h;Head;0;24.4492;63.8038
PPO6h;Head;0;35.8216;74.2666
PPO8h;Head;0;42.8068;87.4176
PPO10h;Head;0;44.6194;106.4
POO9h;Head;0;-26.6447;105.0158
POO7h;Head;0;-24.3585;90.4015
POO5h;Head;0;-18.4349;85.4655
POO3h;Head;0;-11.5485;81.8863
POO1h;Head;0;-3.9031;80.0314
POO2h;Head;0;3.9612;80.0321
POO4h;Head;0;11.5485;81.8863
POO6h;Head;0;18.4349;85.4655
POO8h;Head;0;24.4107;90.4013
POO10h;Head;0;26.6713;105.0291
OI1h;Head;0;-8.8716;103.4159
OI2h;Head;0;8.8807;103.4291
Fp1h;Head;0;-171.0662;91.951
Fp2h;Head;0;171.0095;91.9507
AF9h;Head;0;-144.3931;105.7354
AF7h;Head;0;-146.469;88.7961
AF5h;Head;0;-153.2002;79.6186
AF3h;Head;0;-162.4955;72.656
AF1h;Head;0;-173.9041;68.8858
AF2h;Head;0;173.9041;68.9393
AF4h;Head;0;162.5528;72.6508
AF6h;Head;0;153.2002;79.6186
AF8h;Head;0;146.5168;88.8528
AF10h;Head;0;144.3931;105.7354
F9h;Head;0;-126.3666;106.9808
F7h;Head;0;-127.7893;86.2131
F5h;Head;0;-134.5673;69.5024
F3h;Head;0;-147.294;55.454
F1h;Head;0;-167.6417;46.8198
F2h;Head;0;167.6417;46.8198
F4h;Head;0;147.294;55.454
F6h;Head;0;134.5673;69.5024
F8h;Head;0;127.7893;86.2131
F10h;Head;0;126.3666;106.9259
FT9h;Head;0;-108.1874;107.7178
FT7h;Head;0;-108.9449;84.6026
FC5h;Head;0;-113.3852;62.5338
FC3h;Head;0;-124.2157;41.7575
FC1h;Head;0;-153.1979;25.6151
FC2h;Head;0;153.3163;25.5919
