Given direction,Real direction,Reaction time
SW,S,7.42
SE,SE,3.0
SW,SW,2.42
SW,SW,2.37
SW,W,2.5
S,N,2.23
SE,SE,2.08
E,NE,2.43
W,NW,2.03
W,NW,2.01
SE,SE,1.96
E,NE,2.39
SE,E,2.94
W,SW,2.24
E,E,2.54
SE,NE,4.72
NW,W,2.66
S,S,2.44
SW,W,2.42
S,S,2.16
N,N,2.47
E,E,3.5
W,NW,2.08
SW,S,2.06
SW,SW,2.17
SE,SE,2.15
N,N,2.05
N,N,2.16
NW,W,2.11
NW,NW,1.98
E,NE,2.01
NE,E,2.5
