Given direction,Real direction,Reaction time
SW,SW,1.79
NE,NE,2.12
W,W,1.86
SE,SE,2.05
NE,N,3.05
E,E,1.79
E,E,2.0
SW,SW,1.9
SW,SW,5.07
E,SE,2.53
N,N,3.22
W,W,2.19
S,S,2.1
S,S,4.46
W,W,1.98
NW,NW,2.02
N,N,2.36
NW,NW,2.77
E,E,1.73
SW,SW,1.74
S,S,1.94
E,SE,3.66
NE,NE,2.02
SW,NW,1.7
E,SE,1.71
W,W,2.1
E,N,3.33
NW,NW,2.07
S,S,1.65
SW,NE,1.75
NE,NE,2.07
E,E,1.89
