Muscle 1;Segment 1;0;0;0;Segment 2;0;0;0
Muscle 2;Segment 2;0;0;0;Segment 3;0;0;0
Muscle 3;Segment 3;0;0;0;Segment 4;0;0;0
Muscle 4;Segment 4;0;0;0;Segment 5;0;0;0
Muscle 5;Segment 5;0;0;0;Segment 6;0;0;0
Muscle 6;Segment 6;0;0;0;Segment 7;0;0;0
Muscle 7;Segment 7;0;0;0;Segment 8;0;0;0
