Given direction,Real direction,Reaction time
E,SE,2.03
NW,N,3.86
W,NW,1.91
W,N,41.19
NE,NE,1.88
E,E,1.71
S,S,2.31
SW,SW,2.16
W,W,1.89
E,SE,1.66
W,SW,2.27
NE,E,1.94
E,NE,2.42
W,W,1.75
W,NW,1.52
S,S,2.15
