Given direction,Real direction,Reaction time
N,N,12.49
E,SE,7.01
SW,S,3.65
SW,SW,3.13
SE,SE,5.04
W,NW,2.25
W,W,2.15
E,E,2.53
SE,E,2.75
SW,SW,2.17
SW,W,2.19
E,NE,3.55
NE,NE,2.04
S,S,2.91
SW,N,6.68
W,NW,2.51
