Given direction,Real direction,Reaction time
E,SE,1.66
E,E,1.67
W,NW,1.8
NE,NE,1.84
S,S,1.59
NE,NE,1.79
SW,S,1.8
E,E,1.73
E,SE,1.67
SW,SW,1.66
W,W,1.59
W,W,1.77
N,N,1.73
N,N,1.63
NW,NW,1.69
SW,SW,1.83
