Given direction,Real direction,Reaction time
E,E,1.85
SW,SW,1.98
N,N,2.79
W,W,1.88
NW,N,2.19
SW,SW,2.05
SW,NW,3.01
S,S,2.76
SE,SE,1.94
W,NW,2.02
N,N,3.26
SW,W,2.1
SW,SW,1.96
E,NE,2.21
E,NE,1.94
S,S,2.1
S,S,2.03
W,W,1.96
E,E,1.87
SW,SW,1.86
SE,SE,1.89
SE,SE,1.82
S,SE,3.2
SE,E,2.27
W,W,1.76
N,N,2.08
E,NE,2.52
W,NW,1.65
S,S,2.47
W,NW,2.0
E,E,1.7
E,NE,2.05
