Given direction,Real direction,Reaction time
NW,N,1.92
S,S,2.31
W,NW,1.99
NW,NW,1.85
NE,NE,2.13
E,E,1.97
W,W,2.24
NW,NW,2.38
SW,SW,1.82
SW,SW,1.73
W,W,2.23
S,S,1.51
NW,NW,1.54
E,E,1.48
E,E,1.62
S,S,1.29
E,E,1.58
SE,SE,1.69
S,S,1.63
W,W,1.61
E,NE,1.55
NE,NE,1.63
SE,SE,1.5
W,W,2.23
N,N,1.33
SE,SE,1.28
N,N,1.37
NE,NE,1.4
SW,SW,1.32
SE,SE,1.42
N,N,1.39
SW,SW,1.36
