LeftEye;Head;Eye;0.0;200.0;105.0
RightEye;Head;Eye;0.0;160.0;105.0
RL;Upp_leg_r;ECG;-0.45;180.0;90.0
LL;Upp_leg_l;ECG;-0.45;180.0;90.0
LA;Arm_l;ECG;-0.45;90.0;90.0
RA;Arm_r;ECG;-0.45;270.0;90.0
Fp2;Head;EEG;0.0;162.0737;92.6979
Fpz;Head;EEG;0.0;180.0;91.2042
Fp1;Head;EEG;0.0;-162.0737;92.6979
F4;Head;EEG;0.0;140.103;62.01
F3;Head;EEG;0.0;-140.0532;62.0272
AF4;Head;EEG;0.0;157.5394;75.8033
AF3;Head;EEG;0.0;-157.5394;75.8033
AFz;Head;EEG;0.0;180.0;68.3903
