Given direction,Real direction,Reaction time
N,N,1.96
N,N,2.08
E,NE,1.97
SE,SE,1.95
W,NW,1.83
S,S,1.78
E,E,1.74
E,E,2.18
SW,SW,1.82
E,NE,1.86
SW,SW,2.03
W,NW,2.05
W,W,1.96
SE,SE,2.32
W,W,2.16
S,S,1.67
