Given direction,Real direction,Reaction time
SE,NW,3.83
S,S,2.21
S,N,22.55
SE,SE,1.96
NE,NE,2.03
S,S,1.95
SW,SW,1.3
NE,NE,1.7
E,E,2.05
SE,SE,7.25
SW,SW,1.61
W,W,2.35
W,W,1.64
E,E,1.7
NW,NW,2.06
N,N,2.71
