Given direction,Real direction,Reaction time
N,N,4.54
E,S,5.38
S,S,1.94
SW,SW,3.63
W,W,2.7
W,W,2.15
NE,NE,1.66
NE,NE,2.07
W,NW,2.02
SW,SW,2.36
NE,SE,2.6
N,N,2.4
NW,NW,2.09
E,E,1.63
SE,SE,2.04
E,E,2.34
