Given direction,Real direction,Reaction time
W,SE,5.02
W,NW,4.68
E,E,2.24
NW,N,2.01
SW,SW,2.02
S,S,2.49
NW,W,2.43
E,NE,2.58
N,N,1.85
SE,SE,2.13
W,W,2.31
SW,SW,1.69
SE,E,1.82
S,S,1.79
NE,NE,2.09
W,NW,2.04
