Given direction,Real direction,Reaction time
NW,N,1.9
SE,E,1.82
SW,SW,1.49
SW,W,2.02
N,N,2.23
W,NW,1.81
W,NW,1.95
N,S,4.8
SE,SE,1.92
SE,SE,1.74
E,E,2.15
W,NW,1.93
SW,W,2.51
SW,SW,1.82
SW,SW,1.73
NE,NE,1.7
N,N,1.71
NE,NE,1.83
E,E,1.69
NE,NE,1.66
E,E,1.65
SE,SE,1.78
SW,SW,1.84
W,W,1.98
S,S,1.58
NW,NW,2.49
W,W,1.95
S,S,1.7
NE,NE,1.66
E,SE,1.77
N,N,2.22
S,S,1.72
