Given direction,Real direction,Reaction time
E,E,1.75
SW,SW,2.04
SE,SE,2.6
N,N,1.71
N,N,1.7
W,NW,1.92
S,S,1.6
NW,NW,2.0
W,W,1.81
E,SE,2.34
NE,NE,1.73
E,NE,2.58
N,N,1.72
E,SE,2.13
S,S,1.74
E,E,1.89
N,S,3.12
SE,SE,2.06
NE,NE,1.94
E,E,1.76
W,W,1.74
W,NW,2.23
S,S,1.52
SW,SW,1.72
SW,SW,1.74
E,NE,1.85
E,E,2.46
SW,SW,1.79
W,W,1.98
W,NW,2.54
N,N,1.68
W,W,1.89
