Given direction,Real direction,Reaction time
W,E,7.5
W,W,2.64
NW,NW,2.05
SW,SW,1.75
S,S,2.34
W,W,1.86
SE,SE,2.04
N,N,2.4
N,N,2.05
W,W,2.42
SE,SE,1.89
SE,SE,2.01
S,S,2.56
SE,SE,1.77
S,S,2.41
N,N,1.95
E,NE,5.52
NE,NE,2.39
SW,SW,2.07
SW,SW,1.75
S,S,1.75
NW,NW,1.76
W,NW,1.98
NW,NW,2.03
SE,E,2.42
SW,SW,1.64
NE,NE,2.37
E,E,2.06
W,W,2.0
NE,NE,2.34
E,E,2.11
N,N,1.85
