Given direction,Real direction,Reaction time
SW,SW,4.83
SE,SE,1.82
NE,NE,2.11
E,E,1.76
NW,NW,1.83
N,N,2.16
W,W,2.14
S,S,2.09
N,N,2.49
E,E,1.8
NW,NW,1.88
SW,SW,1.85
W,W,2.1
SE,SE,2.16
S,S,1.66
NE,NE,2.09
